"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Cell_Type"
"Sgpp2",1.32795677005282e-06,0.467732553896679,0.669,0.643,0.0242511465347047,"aEC"
"Knop1",8.99898197561709e-08,-0.464197962115187,0.397,0.528,0.0016433940883871,"aEC"
"Add1",2.32633925775719e-08,0.451633697693649,0.596,0.512,0.0004248360752516,"aEC"
"Lmna",1.93173615160615e-06,-0.447275319508114,0.396,0.508,0.0352773656006314,"aEC"
"Klhl24",8.73669548158624e-07,0.446370769566627,0.559,0.488,0.0159549532884728,"aEC"
"Rbm5",7.05826633500523e-07,0.443155092481,0.597,0.525,0.0128898059809866,"aEC"
"Arid4b",5.76727239323142e-08,0.442348611067433,0.63,0.551,0.0010532192844519,"aEC"
"Polr2m",1.7539254663892e-09,-0.420499294274413,0.404,0.566,3.20301868671995e-05,"aEC"
"Pls3",1.15186663660962e-15,-0.410133379333306,0.777,0.886,2.10353885177648e-11,"aEC"
"Vmp1",9.76661310468439e-07,-0.409756037058856,0.321,0.448,0.0178357888517746,"aEC"
"Wac",5.28506896465276e-07,0.406454761723005,0.656,0.619,0.0096515929432488,"aEC"
"Sdcbp",2.88039254477974e-12,-0.396105047450976,0.638,0.793,5.26017286527676e-08,"aEC"
"Swap70",5.54940921926922e-09,-0.388080998832245,0.625,0.733,0.0001013433111622,"aEC"
"Tmod3",3.83524315476762e-15,-0.38621073694709,0.84,0.915,7.00392104923662e-11,"aEC"
"Bag1",1.3948678330721e-06,-0.382474884292158,0.469,0.58,0.0254730763675627,"aEC"
"Ppp1cc",4.74355581357132e-07,-0.376300640327127,0.326,0.459,0.0086626816267439,"aEC"
"Trappc6b",4.99695682582617e-07,-0.368723472553456,0.481,0.615,0.0091254425553237,"aEC"
"Plxnd1",6.0533339471853e-07,-0.365726306930035,0.297,0.428,0.0110545984543498,"aEC"
"Psmd11",1.89494760031617e-07,-0.365316579896283,0.472,0.608,0.0034605533076973,"aEC"
"Nap1l4",4.20445132854076e-07,-0.351256095641471,0.491,0.616,0.0076781690161811,"aEC"
